date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:03	59344/59344	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:28%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mindba3.css	(from https://crossgaincare.com.au/)
09:34:03	26702/26702	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:28%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mindba3.css	(from https://crossgaincare.com.au/)
09:34:04	139/139	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:27%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.mindba3.css	(from https://crossgaincare.com.au/)
09:34:05	16471/16471	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:31%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://crossgaincare.com.au/)
09:34:05	5486/5486	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:02%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.mindba3.css	(from https://crossgaincare.com.au/)
09:34:05	2342/2342	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:31%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-slides.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-slides.mind341.css	(from https://crossgaincare.com.au/)
09:34:05	6798/6798	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:32%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-form.mind341.css	(from https://crossgaincare.com.au/)
09:34:06	19692/19692	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:32%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-testimonial-carousel.mind341.css	(from https://crossgaincare.com.au/)
09:34:06	7884/7884	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:32%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-reviews.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-reviews.mind341.css	(from https://crossgaincare.com.au/)
09:34:06	4802/4802	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jan%202026%2010:40:04%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/css/widget-star-rating.min.css?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/css/widget-star-rating.mindba3.css	(from https://crossgaincare.com.au/)
09:34:06	3847/3847	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:31%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-carousel-module-base.mind341.css	(from https://crossgaincare.com.au/)
09:34:07	2797/2797	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:31%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-progress-tracker.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/widget-progress-tracker.mind341.css	(from https://crossgaincare.com.au/)
09:34:07	778/778	---M--	200	added ('OK')	text/css	date:Mon,%2002%20Feb%202026%2013:29:32%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.35.0	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.mind341.css	(from https://crossgaincare.com.au/)
09:34:07	90918/90918	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Feb%202026%2001:33:42%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/css/post-55.css?ver=1770168822	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/css/post-5581f0.css	(from https://crossgaincare.com.au/)
09:34:08	14641/14641	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Feb%202026%2001:31:06%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/css/post-9029.css?ver=1770168666	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/css/post-9029648b.css	(from https://crossgaincare.com.au/)
09:34:08	22306/22306	---M--	200	added ('OK')	text/css	date:Wed,%2004%20Feb%202026%2001:31:06%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/css/post-6764.css?ver=1770168666	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/css/post-6764648b.css	(from https://crossgaincare.com.au/)
09:34:09	25200/25200	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Nov%202025%2011:47:55%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1743465459	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/robotoslabcade.css	(from https://crossgaincare.com.au/)
09:34:09	38142/38142	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Nov%202025%2011:47:55%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1743465727	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/montserratfd90.css	(from https://crossgaincare.com.au/)
09:34:09	16872/16872	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Nov%202025%2011:47:55%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1743465562	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/poppins3dea.css	(from https://crossgaincare.com.au/)
09:34:09	108054/108054	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Nov%202025%2011:47:55%20GMT	https://crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1743465324	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/elementor/google-fonts/css/roboto11e3.css	(from https://crossgaincare.com.au/)
09:34:09	87553/87553	---M--	200	added ('OK')	application/javascript	date:Thu,%2027%20Nov%202025%2018:23:01%20GMT	https://crossgaincare.com.au/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-includes/js/jquery/jquery.minf43b.js	(from https://crossgaincare.com.au/)
09:34:09	13577/13577	---M--	200	added ('OK')	application/javascript	date:Thu,%2027%20Nov%202025%2018:23:01%20GMT	https://crossgaincare.com.au/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://crossgaincare.com.au/)
09:34:10	15073/15073	---M--	200	added ('OK')	application/javascript	date:Tue,%2020%20Jan%202026%2010:40:30%20GMT	https://crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.34.2	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.mindba3.js	(from https://crossgaincare.com.au/)
09:34:12	124263/124263	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20Feb%202026%2006:31:09%20GMT	https://crossgaincare.com.au/wp-json/wp/v2/pages/55	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-json/wp/v2/pages/55.json	(from https://crossgaincare.com.au/)
09:34:13	353576/353576	---MC-	200	added ('OK')	application/json	date:Thu,%2012%20Feb%202026%2006:31:09%20GMT	https://crossgaincare.com.au/wp-json/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-json/index.html	(from https://crossgaincare.com.au/)
09:34:15	3804/3804	---M--	200	added ('OK')	text/xml	date:Thu,%2012%20Feb%202026%2006:31:11%20GMT	https://crossgaincare.com.au/xmlrpc.php?rsd	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/xmlrpc0db0.php	(from https://crossgaincare.com.au/)
09:34:16	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2012%20Feb%202026%2006:32:39%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/KONZA-VDI/Desktop/crossgaincare/www.googletagmanager.com/gtm.2a5445.delayed	(from https://crossgaincare.com.au/)
09:34:16	1233/1233	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Dec%202025%2005:35:05%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-32x32.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-32x32.png	(from https://crossgaincare.com.au/)
09:34:17	19381/19381	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Dec%202025%2005:35:05%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-192x192.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-192x192.png	(from https://crossgaincare.com.au/)
09:34:18	17448/17448	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Dec%202025%2005:35:05%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-180x180.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/09/cropped-crossgain-logo-434-180x180.png	(from https://crossgaincare.com.au/)
09:34:19	225490/225490	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Nov%202025%2011:47:54%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/09/champion-20202.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/09/champion-20202.png	(from https://crossgaincare.com.au/)
09:34:19	2969/2969	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Thu,%2012%20Feb%202026%2006:31:17%20GMT	https://crossgaincare.com.au/accomodation	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/accomodation	(from https://crossgaincare.com.au/)
09:34:22	107302/107302	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:18%20GMT	https://crossgaincare.com.au/about-ccr/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/about-ccr/index.html	(from https://crossgaincare.com.au/)
09:34:22	12387/12387	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Nov%202025%2011:47:53%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/08/D-2.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/08/D-2.png	(from https://crossgaincare.com.au/)
09:34:22	65277/65277	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:19%20GMT	https://crossgaincare.com.au/elementor-9666/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/elementor-9666/index.html	(from https://crossgaincare.com.au/)
09:34:23	161714/161714	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:18%20GMT	https://crossgaincare.com.au/community-access-and-participation/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/community-access-and-participation/index.html	(from https://crossgaincare.com.au/)
09:34:23	10041/10041	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Nov%202025%2011:47:53%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/08/J-1.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/08/J-1.png	(from https://crossgaincare.com.au/)
09:34:23	94112/94112	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:19%20GMT	https://crossgaincare.com.au/who-is-ndis/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/who-is-ndis/index.html	(from https://crossgaincare.com.au/)
09:34:24	15402/15402	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Nov%202025%2011:47:53%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/08/G.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/08/G.png	(from https://crossgaincare.com.au/)
09:34:25	125173/125173	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:21%20GMT	https://crossgaincare.com.au/household-tasks/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/household-tasks/index.html	(from https://crossgaincare.com.au/)
09:34:25	12171/12171	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Nov%202025%2011:47:53%20GMT	https://crossgaincare.com.au/wp-content/uploads/2024/08/R-1.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/uploads/2024/08/R-1.png	(from https://crossgaincare.com.au/)
09:34:26	141651/141651	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:22%20GMT	https://crossgaincare.com.au/assistance-with-travel-and-travel-arrangements/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/assistance-with-travel-and-travel-arrangements/index.html	(from https://crossgaincare.com.au/)
09:34:26	120964/120964	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:22%20GMT	https://crossgaincare.com.au/skill-development/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/skill-development/index.html	(from https://crossgaincare.com.au/)
09:34:29	123812/123812	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:23%20GMT	https://crossgaincare.com.au/community-nursing/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/community-nursing/index.html	(from https://crossgaincare.com.au/)
09:34:29	225490/225490	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jan%202026%2011:37:57%20GMT	https://crossgaincare.com.au/wp-content/themes/hello-elementor/champion-20202.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/themes/hello-elementor/champion-20202.png	(from https://crossgaincare.com.au/)
09:34:30	125221/125221	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:24%20GMT	https://crossgaincare.com.au/personal-care/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/personal-care/index.html	(from https://crossgaincare.com.au/)
09:34:30	123963/123963	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:25%20GMT	https://crossgaincare.com.au/sta-respite-accommodation/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/sta-respite-accommodation/index.html	(from https://crossgaincare.com.au/)
09:34:31	5827/5827	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Jan%202026%2011:38:03%20GMT	https://crossgaincare.com.au/wp-content/themes/hello-elementor/ndslogo.png	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/themes/hello-elementor/ndslogo.png	(from https://crossgaincare.com.au/)
09:34:32	112310/112310	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:28%20GMT	https://crossgaincare.com.au/medium-term-accommodation/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/medium-term-accommodation/index.html	(from https://crossgaincare.com.au/)
09:34:32	5053/5053	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Jan%202026%2013:02:22%20GMT	https://crossgaincare.com.au/wp-content/plugins/gutenberg/build/scripts/hooks/index.min.js?ver=7496969728ca0f95732d	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/gutenberg/build/scripts/hooks/index.min394d.js	(from https://crossgaincare.com.au/)
09:34:33	118612/118612	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:29%20GMT	https://crossgaincare.com.au/accomodation/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/accomodation/index.html	(from https://crossgaincare.com.au/)
09:34:33	5735/5735	---M--	200	added ('OK')	application/javascript	date:Wed,%2021%20Jan%202026%2013:02:22%20GMT	https://crossgaincare.com.au/wp-content/plugins/gutenberg/build/scripts/i18n/index.min.js?ver=781d11515ad3d91786ec	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/wp-content/plugins/gutenberg/build/scripts/i18n/index.mineca5.js	(from https://crossgaincare.com.au/)
09:34:33	115258/115258	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:29%20GMT	https://crossgaincare.com.au/sil-accommodation/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/sil-accommodation/index.html	(from https://crossgaincare.com.au/)
09:34:34	129851/129851	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:30%20GMT	https://crossgaincare.com.au/the-mews-waurn-ponds/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/the-mews-waurn-ponds/index.html	(from https://crossgaincare.com.au/)
09:34:34	128309/128309	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:31%20GMT	https://crossgaincare.com.au/the-oack-waurn-ponds-2/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/the-oack-waurn-ponds-2/index.html	(from https://crossgaincare.com.au/)
09:34:36	137012/137012	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2006:31:32%20GMT	https://crossgaincare.com.au/the-grove-point-cook/	C:/Users/KONZA-VDI/Desktop/crossgaincare/crossgaincare.com.au/the-grove-point-cook/index.html	(from https://crossgaincare.com.au/)
